Exported at 26/11/2025 15:05:43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Core ID:,Archive TL09-A-20m, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Comments:,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
XRF Measurement Mode:,He - 15x1mm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Depth,Depth In Core,Time Stamp,Laser Profiler,Magnetic Susceptibility,Mag Sus in Air,XRF Total Live Time,XRF Total Counts,,XRF Elements(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,XRF Oxides(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
cm,cm,,mm,x10^-5 SI,x10^-5 SI,Seconds,Beam 1,Beam 2,LE (Value),Mg (Value),Mg (Error),Al (Value),Al (Error),Si (Value),Si (Error),P (Value),P (Error),S (Value),S (Error),K (Value),K (Error),Ca (Value),Ca (Error),Ti (Value),Ti (Error),V (Value),V (Error),Cr (Value),Cr (Error),Mn (Value),Mn (Error),Fe (Value),Fe (Error),Ni (Value),Ni (Error),Cu (Value),Cu (Error),Zn (Value),Zn (Error),As (Value),As (Error),Sr (Value),Sr (Error),Zr (Value),Zr (Error),Mo (Value),Mo (Error),Ba (Value),Ba (Error),Pb (Value),Pb (Error),U (Value),U (Error),LE (Value),MgO (Value),MgO (Error),Al2O3 (Value),Al2O3 (Error),SiO2 (Value),SiO2 (Error),P2O5 (Value),P2O5 (Error),SO3 (Value),SO3 (Error),K2O (Value),K2O (Error),CaO (Value),CaO (Error),TiO2 (Value),TiO2 (Error),V2O5 (Value),V2O5 (Error),Cr2O3 (Value),Cr2O3 (Error),Mn2O3 (Value),Mn2O3 (Error),Fe2O3 (Value),Fe2O3 (Error),NiO (Value),NiO (Error),CuO (Value),CuO (Error),ZnO (Value),ZnO (Error),As2O3 (Value),As2O3 (Error),SrO (Value),SrO (Error),ZrO2 (Value),ZrO2 (Error),MoO2 (Value),MoO2 (Error),BaO (Value),BaO (Error),PbO (Value),PbO (Error),UO2 (Value),UO2 (Error)
18.30,18.3,26/11/2025 09:34:28,3.811,5.957,,15.8,887106.0,593819.0,957181.21,7214.10,1842.28,8956.41,1483.29,17456.06,658.09,59.34,43.09,2723.32,95.94,784.39,149.30,2173.60,73.89,113.98,32.87,99.18,49.57,81.76,32.82,150.83,26.07,2815.75,253.91,3.72,0.51,76.35,8.71,10.01,2.47,0.00,0.00,4.13,1.49,2.94,3.85,2.99,4.64,9.16,21.38,75.68,9.52,5.09,4.94,82104.55,11962.96,3055.02,16922.81,2802.62,37344.36,1407.87,135.96,98.73,6799.88,239.55,944.88,179.85,3041.32,103.38,190.17,54.84,177.05,88.49,119.50,47.97,216.72,37.45,4025.81,363.03,4.73,0.65,95.57,10.90,12.46,3.07,0.00,0.00,4.89,1.77,3.98,5.20,3.99,6.19,10.22,23.87,81.53,10.26,5.77,5.60
18.40,18.4,26/11/2025 09:34:28,3.916,12.702,,15.8,886160.0,591237.0,962975.21,3362.52,1691.88,8336.73,1388.47,16443.63,623.49,34.84,28.14,2512.45,89.67,733.37,142.72,2158.01,72.78,153.52,36.80,135.30,48.94,68.57,30.04,99.16,17.63,2810.25,253.73,4.33,0.53,57.43,5.37,9.67,2.42,0.00,0.00,3.82,1.45,5.67,3.73,1.53,4.54,11.99,20.91,77.03,9.30,4.97,4.77,71726.43,5575.98,2805.61,15751.93,2623.46,35178.43,1333.86,79.84,64.49,6273.35,223.91,883.42,171.92,3019.51,101.83,256.15,61.40,241.54,87.37,100.22,43.91,142.47,25.33,4017.94,362.77,5.51,0.68,71.89,6.73,12.03,3.02,0.00,0.00,4.51,1.71,7.65,5.04,2.04,6.05,13.39,23.35,82.98,10.02,5.64,5.41
18.50,18.5,26/11/2025 09:35:41,0.438,7.347,,15.8,882614.0,592291.0,963932.72,3478.33,1682.85,8073.95,1348.51,16292.86,618.38,43.59,33.55,2126.67,79.50,757.00,144.69,1833.41,69.38,148.09,36.24,138.90,48.68,91.94,34.28,124.07,21.65,2786.73,251.59,3.83,0.51,57.80,5.47,9.60,2.39,0.00,0.00,4.00,1.43,5.45,3.72,2.88,4.48,9.91,20.74,72.21,9.09,6.07,4.67,69759.35,5768.03,2790.63,15255.42,2547.96,34855.88,1322.92,99.89,76.88,5310.10,198.50,911.89,174.30,2565.32,97.08,247.09,60.47,247.96,86.90,134.38,50.11,178.28,31.11,3984.31,359.70,4.88,0.65,72.35,6.84,11.94,2.98,0.00,0.00,4.73,1.69,7.36,5.03,3.83,5.97,11.06,23.15,77.79,9.79,6.88,5.30
18.60,18.6,26/11/2025 09:35:41,3.659,6.941,1181247.708,15.8,879564.0,593150.0,966289.43,3185.74,1666.95,7357.58,1238.28,15283.94,584.41,71.93,49.09,2317.72,84.48,473.27,114.47,1703.83,67.55,145.08,35.66,108.56,47.71,88.98,33.55,72.88,13.40,2725.37,245.97,4.02,0.51,75.29,8.80,11.11,2.45,0.00,0.00,3.32,1.37,2.74,3.72,2.02,4.42,8.50,20.55,65.42,8.90,3.26,4.61,65562.63,5282.83,2764.26,13901.88,2339.69,32697.47,1250.24,164.81,112.49,5787.12,210.94,570.10,137.89,2384.01,94.52,242.07,59.50,193.81,85.18,130.05,49.04,104.72,19.25,3896.58,351.67,5.11,0.64,94.25,11.02,13.83,3.05,0.00,0.00,3.93,1.63,3.70,5.03,2.70,5.89,9.49,22.94,70.48,9.59,3.70,5.23
18.70,18.7,26/11/2025 09:35:41,3.461,7.335,,15.8,885810.0,592248.0,962566.06,3977.22,1713.76,8246.48,1374.00,16685.33,631.24,31.92,26.03,2146.68,80.01,779.23,147.47,1955.44,70.54,160.71,37.60,132.63,48.94,86.37,33.33,150.64,26.10,2896.84,262.09,4.00,0.51,81.65,9.96,8.71,2.39,0.00,0.00,3.32,1.43,4.47,3.80,2.28,4.56,9.53,20.92,65.10,9.06,5.40,4.70,72187.54,6595.32,2841.89,15581.42,2596.12,35695.51,1350.44,73.15,59.64,5360.06,199.78,938.66,177.64,2736.06,98.69,268.14,62.73,236.76,87.36,126.23,48.72,216.45,37.50,4141.73,374.72,5.09,0.65,102.20,12.47,10.84,2.97,0.00,0.00,3.92,1.70,6.04,5.13,3.04,6.08,10.65,23.35,70.12,9.76,6.13,5.34
18.80,18.8,26/11/2025 09:35:41,2.279,11.371,,15.8,883728.0,593217.0,961763.09,4973.91,1731.06,8417.11,1399.93,16593.29,628.59,42.35,32.74,2054.05,77.60,725.69,141.43,1916.35,70.53,107.13,31.27,125.20,48.69,56.82,28.11,146.23,25.32,2891.25,261.54,4.16,0.52,74.10,8.39,10.68,2.46,0.00,0.00,3.60,1.44,4.93,3.82,2.14,4.53,13.86,20.84,67.95,9.00,6.12,4.89,73481.74,8248.12,2870.57,15903.82,2645.11,35498.60,1344.75,97.04,75.02,5128.75,193.76,874.17,170.36,2681.37,98.69,178.75,52.17,223.50,86.92,83.04,41.08,210.11,36.38,4133.74,373.93,5.29,0.66,92.76,10.50,13.29,3.06,0.00,0.00,4.25,1.70,6.66,5.16,2.86,6.04,15.48,23.27,73.19,9.70,6.94,5.55
18.90,18.9,26/11/2025 09:35:41,2.125,11.766,,15.8,880631.0,594436.0,963981.30,3984.72,1684.82,7977.76,1333.20,15914.70,605.88,112.32,69.96,2022.83,76.67,475.47,114.82,1989.48,70.49,115.95,32.42,119.36,48.31,87.39,33.35,137.59,23.80,2878.78,260.43,4.20,0.51,80.89,9.87,10.64,2.47,0.00,0.00,3.69,1.46,6.54,3.74,2.93,4.54,10.05,20.69,77.82,9.36,5.58,4.75,69479.17,6607.77,2793.89,15073.68,2519.04,34046.87,1296.18,257.37,160.31,5050.82,191.44,572.76,138.32,2783.70,98.63,193.47,54.10,213.08,86.24,127.73,48.74,197.70,34.20,4115.92,372.34,5.35,0.64,101.25,12.36,13.24,3.07,0.00,0.00,4.36,1.73,8.84,5.05,3.90,6.05,11.22,23.10,83.83,10.08,6.33,5.39
19.00,19.0,26/11/2025 09:35:41,4.647,11.637,,15.8,879660.0,592830.0,965186.01,3854.54,1721.90,7643.54,1283.84,15521.04,592.79,78.96,52.81,1952.36,74.55,746.10,142.67,1781.58,68.16,129.04,33.54,142.87,48.15,76.83,31.21,14.64,3.08,2700.51,243.48,3.78,0.51,55.49,5.14,8.87,2.36,0.00,0.00,5.00,1.42,5.30,3.69,1.60,4.44,21.74,20.49,66.13,8.88,4.06,4.59,67151.46,6391.89,2855.38,14442.18,2425.77,33204.71,1268.17,180.92,121.02,4874.85,186.13,898.76,171.86,2492.80,95.38,215.31,55.97,255.04,85.95,112.29,45.61,21.03,4.42,3861.04,348.12,4.81,0.64,69.46,6.44,11.05,2.94,0.00,0.00,5.92,1.68,7.16,4.99,2.14,5.92,24.27,22.88,71.23,9.57,4.61,5.21
19.10,19.1,26/11/2025 09:35:41,5.011,17.589,1181244.069,15.8,882456.0,592729.0,962684.30,4452.01,1698.60,7857.82,1314.15,16678.08,630.65,5.24,5.03,2027.55,76.67,850.11,155.57,1978.24,70.69,177.46,39.17,131.96,48.76,59.62,28.54,98.53,17.55,2802.79,253.08,4.12,0.52,89.64,11.81,11.84,2.46,0.00,0.00,4.44,1.47,3.93,3.80,2.62,4.54,6.85,20.88,67.80,8.97,5.04,4.81,71776.63,7382.66,2816.75,14847.06,2483.03,35679.99,1349.17,12.01,11.52,5062.59,191.44,1024.04,187.40,2767.96,98.91,296.10,65.35,235.57,87.04,87.14,41.71,141.58,25.22,4007.28,361.84,5.24,0.67,112.21,14.78,14.74,3.06,0.00,0.00,5.26,1.74,5.31,5.13,3.49,6.05,7.65,23.31,73.03,9.66,5.72,5.45
19.20,19.2,26/11/2025 09:35:41,4.163,17.393,,15.8,886820.0,589838.0,960999.30,3733.07,1699.41,8452.61,1406.80,17789.32,668.35,196.73,113.63,2263.64,83.49,821.57,153.26,1976.25,71.42,202.77,41.57,141.50,49.40,68.07,30.11,84.84,15.36,3080.16,279.52,4.49,0.54,79.90,9.49,8.72,2.37,0.00,0.00,4.55,1.48,5.07,3.82,1.46,4.58,8.25,21.11,71.63,9.25,6.12,4.91,75516.58,6190.46,2818.08,15970.88,2658.09,38057.31,1429.82,450.77,260.38,5652.09,208.47,989.66,184.62,2765.18,99.93,338.32,69.36,252.61,88.19,99.49,44.01,121.90,22.07,4403.84,399.64,5.72,0.69,100.02,11.88,10.86,2.95,0.00,0.00,5.38,1.75,6.85,5.16,1.94,6.11,9.21,23.56,77.16,9.97,6.94,5.57
19.30,19.3,26/11/2025 09:35:41,4.945,17.124,,15.8,887708.0,590505.0,960334.54,5029.15,1756.75,8376.80,1395.15,17217.15,649.72,152.62,90.73,2143.09,80.34,832.28,153.83,2075.86,72.17,206.44,41.86,125.80,49.37,47.81,27.19,129.45,22.66,3140.29,285.34,3.67,0.51,68.14,7.15,10.71,2.48,0.00,0.00,5.95,1.55,1.81,3.84,3.13,4.61,9.31,21.25,79.80,9.49,6.19,4.85,76143.59,8339.71,2913.17,15827.65,2636.08,36833.24,1389.97,349.70,207.91,5351.10,200.61,1002.56,185.30,2904.56,100.97,344.45,69.85,224.57,88.13,69.87,39.73,186.00,32.56,4489.81,407.96,4.68,0.65,85.29,8.95,13.33,3.09,0.00,0.00,7.03,1.83,2.45,5.18,4.18,6.15,10.40,23.72,85.97,10.22,7.03,5.50
19.40,19.4,26/11/2025 09:35:41,4.880,14.018,,15.8,885005.0,589512.0,963092.59,2864.46,1679.51,8438.03,1403.53,16741.79,633.32,73.49,50.24,2174.71,80.94,881.58,159.50,1970.63,70.84,193.32,40.72,96.98,48.49,62.98,29.15,45.56,8.84,3151.52,286.61,4.04,0.52,92.22,12.35,10.08,2.43,0.00,0.00,5.44,1.50,4.23,3.80,5.77,4.55,1.91,21.00,81.59,9.54,7.05,4.93,71337.49,4750.07,2785.09,15943.34,2651.92,35816.29,1354.88,168.40,115.12,5430.05,202.09,1061.95,192.14,2757.32,99.12,322.55,67.94,173.12,86.57,92.05,42.61,65.47,12.70,4505.87,409.78,5.15,0.66,115.44,15.46,12.55,3.02,0.00,0.00,6.43,1.77,5.71,5.13,7.70,6.06,2.14,23.45,87.90,10.28,8.00,5.60
19.50,19.5,26/11/2025 09:35:41,3.231,14.943,,15.8,885771.0,589741.0,962800.17,3465.84,1700.37,8011.86,1339.49,16651.59,630.27,113.03,70.08,2263.42,83.23,887.24,160.45,2032.87,71.54,188.75,40.11,140.41,48.98,60.20,28.71,82.12,14.97,3092.52,280.84,3.90,0.52,85.94,10.87,11.15,2.48,0.00,0.00,5.11,1.49,4.88,3.81,3.13,4.53,10.11,20.93,79.56,9.49,6.22,4.86,71772.79,5747.32,2819.68,15138.11,2530.91,35623.32,1348.37,258.99,160.57,5651.53,207.83,1068.77,193.28,2844.41,100.10,314.93,66.93,250.65,87.44,87.99,41.97,118.00,21.50,4421.51,401.53,4.96,0.66,107.58,13.61,13.88,3.09,0.00,0.00,6.05,1.76,6.59,5.15,4.18,6.04,11.29,23.37,85.70,10.23,7.05,5.51
19.60,19.6,26/11/2025 09:35:41,1.770,11.043,1181243.539,15.8,883756.0,588679.0,960849.43,4942.23,1726.17,8083.69,1349.39,17152.08,647.18,16.02,14.52,2120.19,79.43,942.62,166.95,2082.87,72.05,274.33,47.25,98.86,48.89,58.33,28.66,81.98,14.94,3085.76,280.07,4.34,0.52,98.17,13.72,8.91,2.44,0.00,0.00,5.52,1.52,7.56,3.84,2.23,4.58,3.54,21.25,77.62,9.41,3.75,4.88,75044.01,8195.58,2862.46,15273.83,2549.62,36694.04,1384.53,36.71,33.28,5293.92,198.33,1135.48,201.11,2914.37,100.81,457.71,78.84,176.48,87.27,85.25,41.89,117.79,21.46,4411.85,400.42,5.52,0.66,122.88,17.18,11.08,3.04,0.00,0.00,6.52,1.80,10.21,5.19,2.98,6.11,3.95,23.73,83.61,10.14,4.25,5.54
19.70,19.7,26/11/2025 09:35:41,2.691,18.316,,15.8,888723.0,588135.0,960146.13,4544.67,1693.65,8818.64,1461.41,16991.85,642.34,51.99,38.95,2421.36,87.66,923.02,164.90,2218.08,73.63,261.96,46.39,153.99,49.77,56.92,28.46,89.40,16.17,3114.02,282.69,3.62,0.51,103.39,14.98,10.51,2.52,0.03,0.20,5.56,1.54,8.64,3.88,3.17,4.61,5.29,21.23,64.22,9.06,3.54,4.95,76555.12,7536.31,2808.55,16662.50,2761.27,36351.26,1374.18,119.12,89.26,6045.91,218.89,1111.87,198.64,3103.55,103.02,437.08,77.40,274.90,88.85,83.20,41.59,128.45,23.23,4452.25,404.17,4.61,0.65,129.42,18.76,13.09,3.14,0.04,0.26,6.57,1.82,11.67,5.25,4.23,6.14,5.91,23.70,69.18,9.76,4.01,5.62
19.80,19.8,26/11/2025 09:35:41,4.221,11.638,,15.8,888143.0,589308.0,962976.42,3136.02,1690.48,8123.56,1355.95,16513.78,625.60,73.98,50.48,2357.73,85.52,747.21,143.89,2098.05,71.98,252.90,45.51,115.32,48.58,75.56,31.28,161.72,27.87,3138.35,285.20,4.20,0.53,108.71,16.53,13.25,2.59,0.00,0.00,7.14,1.74,8.05,3.87,5.09,4.61,0.00,0.00,79.77,9.51,3.19,4.72,71501.53,5200.39,2803.28,15349.17,2562.02,35328.50,1338.36,169.50,115.66,5887.04,213.53,900.09,173.33,2935.60,100.72,421.96,75.94,205.87,86.73,110.43,45.72,232.36,40.05,4487.04,407.77,5.35,0.67,136.08,20.70,16.49,3.22,0.00,0.00,8.44,2.06,10.87,5.22,6.79,6.15,0.00,0.00,85.93,10.24,3.62,5.36
19.90,19.9,26/11/2025 09:35:41,3.568,10.779,,15.9,880477.0,588419.0,965858.99,4161.97,1675.73,6985.66,1181.85,14950.67,573.39,5.17,5.01,2121.90,79.69,742.58,142.87,1779.48,68.40,187.14,39.78,75.12,47.62,58.58,28.19,111.85,19.74,2752.42,248.52,3.68,0.49,99.76,14.51,9.41,2.38,0.00,0.00,6.17,1.59,4.13,3.71,2.26,4.38,9.76,20.74,69.78,8.96,3.52,4.63,65654.88,6901.69,2778.83,13199.14,2233.06,31984.50,1226.67,11.86,11.49,5298.18,198.98,894.51,172.11,2489.86,95.71,312.24,66.38,134.11,85.01,85.62,41.20,160.72,28.36,3935.25,355.32,4.68,0.63,124.88,18.17,11.71,2.96,0.00,0.00,7.29,1.88,5.58,5.01,3.01,5.83,10.90,23.16,75.17,9.65,3.99,5.25
20.00,20.0,26/11/2025 09:35:41,3.373,11.702,,15.8,881297.0,588140.0,965108.02,3621.53,1701.89,7581.74,1273.17,15673.28,597.48,14.43,13.12,1937.55,74.34,893.95,160.54,1847.20,69.23,156.24,36.61,137.26,48.38,79.62,31.83,18.55,3.86,2734.79,246.77,4.02,0.51,76.85,9.07,11.34,2.46,0.00,0.00,5.71,1.53,5.71,3.70,1.22,4.44,19.19,20.65,67.91,9.04,3.91,4.65,67183.03,6005.50,2822.21,14325.42,2405.61,33530.39,1278.21,33.06,30.07,4837.89,185.62,1076.86,193.38,2584.61,96.87,260.69,61.09,245.04,86.37,116.36,46.52,26.65,5.54,3910.04,352.81,5.12,0.65,96.20,11.36,14.11,3.06,0.00,0.00,6.75,1.81,7.72,4.99,1.62,5.92,21.42,23.06,73.15,9.74,4.44,5.28
20.10,20.1,26/11/2025 09:36:00,3.315,16.070,1181244.530,15.9,874539.0,587838.0,967970.20,3155.15,1658.59,7035.23,1189.88,14180.14,547.64,62.45,44.07,2041.22,77.08,688.52,136.70,1683.41,66.99,145.25,35.50,111.24,47.41,56.23,27.56,39.61,7.77,2634.50,237.38,3.79,0.49,93.95,13.18,9.36,2.32,0.00,0.00,6.12,1.57,3.16,3.64,2.12,4.32,8.25,20.42,65.29,8.76,4.82,4.58,61865.73,5232.10,2750.40,13292.80,2248.23,30336.06,1171.59,143.09,100.98,5096.74,192.47,829.40,164.67,2355.44,93.73,242.34,59.22,198.58,84.64,82.19,40.28,56.91,11.16,3766.66,339.40,4.82,0.62,117.61,16.50,11.65,2.89,0.00,0.00,7.24,1.85,4.27,4.91,2.82,5.76,9.21,22.80,70.33,9.44,5.47,5.20
20.20,20.2,26/11/2025 09:36:20,3.001,11.310,,15.8,881189.0,589231.0,966783.40,2694.73,1650.57,7199.91,1216.31,15020.15,576.51,17.00,15.37,2279.55,83.53,729.73,140.81,1825.92,68.49,187.06,39.33,93.97,47.29,73.96,30.63,79.08,14.37,2840.14,256.90,3.78,0.50,60.29,5.94,7.51,2.36,0.00,0.00,5.86,1.53,4.04,3.71,2.27,4.42,17.72,20.48,70.47,9.04,3.44,4.71,64337.27,4468.60,2737.10,13603.97,2298.18,32133.13,1233.36,38.96,35.22,5691.81,208.58,879.03,169.62,2554.83,95.83,312.12,65.62,167.76,84.41,108.10,44.76,113.63,20.64,4060.68,367.30,4.82,0.64,75.48,7.43,9.34,2.93,0.00,0.00,6.93,1.81,5.45,5.01,3.03,5.90,19.78,22.87,75.91,9.74,3.90,5.34
20.30,20.3,26/11/2025 09:36:39,2.903,12.037,,15.8,877761.0,588175.0,967477.90,3869.58,1715.56,6698.80,1140.59,14049.25,543.84,160.82,94.07,2041.16,76.93,748.86,143.23,1710.96,67.39,165.91,37.54,130.74,47.87,70.49,29.96,6.92,1.50,2662.27,240.05,3.54,0.48,102.91,15.48,8.63,2.30,0.00,0.00,4.46,1.43,6.69,3.65,1.83,4.37,12.73,20.47,62.26,8.76,3.31,4.64,62566.54,6416.83,2844.88,12657.13,2155.10,30056.05,1163.45,368.50,215.54,5096.58,192.09,902.08,172.53,2393.98,94.30,276.82,62.63,233.40,85.46,103.02,43.79,9.94,2.15,3806.37,343.21,4.50,0.61,128.82,19.38,10.75,2.86,0.00,0.00,5.27,1.69,9.04,4.94,2.43,5.82,14.21,22.86,67.06,9.43,3.75,5.27
20.40,20.4,26/11/2025 09:36:58,2.933,13.158,,15.8,879324.0,588631.0,967857.21,3639.65,1670.43,6817.39,1157.41,13872.18,537.75,87.99,57.50,1989.51,75.41,680.16,134.89,1739.84,67.38,140.31,35.00,138.35,47.85,84.73,32.60,77.06,22.34,2690.92,242.81,3.87,0.50,75.14,8.82,10.13,2.38,0.00,0.00,4.27,1.42,6.10,3.67,0.82,4.37,10.00,20.40,69.16,8.88,5.24,4.63,61797.46,6035.54,2770.04,12881.21,2186.88,29677.24,1150.43,201.62,131.75,4967.61,188.29,819.32,162.49,2434.39,94.28,234.11,58.39,246.98,85.41,123.84,47.65,110.72,32.10,3847.32,347.15,4.92,0.63,94.06,11.04,12.61,2.96,0.00,0.00,5.04,1.67,8.23,4.96,1.09,5.82,11.16,22.78,74.50,9.57,5.94,5.26
20.50,20.5,26/11/2025 09:37:28,3.899,10.049,,15.8,879441.0,588880.0,969125.66,3551.27,1667.11,6428.80,1098.60,13371.35,521.35,32.76,52.72,1784.24,69.92,748.09,142.27,1631.89,66.09,171.00,38.44,96.50,47.38,57.78,27.84,54.97,10.47,2772.59,250.74,3.96,0.50,82.01,10.36,8.94,2.33,0.00,0.00,3.49,1.38,5.57,3.66,2.38,4.33,0.00,0.00,61.79,8.61,4.96,4.52,59147.34,5888.99,2764.53,12146.99,2075.77,28605.79,1115.33,75.06,120.81,4455.07,174.59,901.15,171.38,2283.35,92.47,285.31,64.14,172.27,84.58,84.45,40.69,78.99,15.05,3964.09,358.49,5.04,0.64,102.66,12.97,11.12,2.90,0.00,0.00,4.13,1.63,7.53,4.95,3.17,5.78,0.00,0.00,66.56,9.28,5.63,5.13
20.60,20.6,26/11/2025 09:37:47,5.569,8.990,1181244.267,15.8,875769.0,589405.0,966254.54,4260.81,1629.40,7274.93,1223.95,14552.70,559.97,4.10,3.98,1911.15,73.32,616.61,128.17,1763.27,67.97,180.25,38.97,95.98,47.34,68.96,29.72,92.23,16.48,2754.55,248.73,3.59,0.49,71.01,7.94,8.50,2.38,0.00,0.00,5.23,1.46,5.95,3.69,1.13,4.39,6.48,20.50,63.42,8.89,4.62,4.65,64779.95,7065.60,2701.99,13745.70,2312.60,31133.10,1197.95,9.39,9.11,4771.95,183.07,742.77,154.40,2467.18,95.11,300.75,65.02,171.34,84.51,100.79,43.44,132.52,23.68,3938.30,355.62,4.57,0.63,88.88,9.94,10.58,2.97,0.00,0.00,6.19,1.72,8.03,4.98,1.51,5.85,7.23,22.89,68.31,9.58,5.24,5.28
20.70,20.7,26/11/2025 09:38:07,3.548,8.663,,15.8,877334.0,590649.0,966526.12,4344.69,1710.01,7117.37,1202.29,14082.99,544.73,71.96,48.75,2019.23,76.07,651.91,131.64,1774.36,68.02,208.98,41.19,162.68,48.18,84.81,32.54,94.02,16.69,2681.68,241.72,3.59,0.49,74.84,8.72,9.30,2.36,0.00,0.00,7.31,1.73,8.26,3.67,2.09,4.42,8.34,20.38,61.94,8.71,3.52,4.62,64200.35,7204.69,2835.66,13448.01,2271.68,30128.24,1165.37,164.89,111.69,5041.82,189.94,785.29,158.58,2482.69,95.18,348.68,68.72,290.42,86.00,123.95,47.56,135.09,23.99,3834.12,345.59,4.57,0.62,93.69,10.92,11.57,2.94,0.00,0.00,8.65,2.04,11.16,4.96,2.79,5.90,9.31,22.76,66.72,9.38,4.00,5.24
20.80,20.8,26/11/2025 09:38:26,3.348,15.869,,15.8,873431.0,592017.0,970078.35,2930.48,1663.52,6394.16,1093.47,13509.42,525.30,68.70,47.13,1628.05,64.98,625.62,128.14,1647.74,65.83,183.18,38.38,121.00,46.75,96.04,34.64,15.25,3.19,2498.30,224.54,3.83,0.48,90.20,12.38,9.09,2.31,0.00,0.00,5.70,1.50,2.89,3.59,3.41,4.29,17.88,20.08,64.59,8.62,6.15,4.57,57620.51,4859.54,2758.57,12081.53,2066.08,28901.18,1123.80,157.41,107.99,4065.07,162.26,753.62,154.36,2305.53,92.11,305.63,64.03,216.00,83.46,140.36,50.62,21.91,4.58,3571.94,321.04,4.87,0.61,112.91,15.50,11.31,2.87,0.00,0.00,6.74,1.77,3.90,4.85,4.55,5.72,19.96,22.42,69.57,9.28,6.97,5.18
20.90,20.9,26/11/2025 09:38:46,3.287,9.988,,15.8,881426.0,593208.0,966361.73,4626.94,1724.61,7133.60,1206.23,14071.32,545.26,65.32,45.83,2139.10,79.98,606.10,127.97,1709.69,67.86,191.50,40.44,101.96,47.94,62.10,28.72,43.99,8.58,2705.53,244.19,4.05,0.50,83.03,10.51,9.59,2.34,0.00,0.00,4.03,1.44,6.57,3.70,1.86,4.43,0.00,0.00,68.36,8.95,3.63,4.65,64606.42,7672.74,2859.88,13478.67,2279.13,30103.27,1166.49,149.67,105.01,5341.13,199.69,730.11,154.15,2392.22,94.95,319.51,67.48,182.02,85.58,90.76,41.97,63.20,12.33,3868.21,349.13,5.15,0.64,103.94,13.15,11.94,2.91,0.00,0.00,4.76,1.70,8.87,5.00,2.47,5.91,0.00,0.00,73.64,9.64,4.12,5.27
21.00,21.0,26/11/2025 09:39:15,3.679,10.977,,15.8,881053.0,596096.0,967227.73,3338.96,1677.40,7280.86,1227.11,14390.51,554.86,156.27,91.31,1975.67,75.11,641.75,131.21,1698.33,67.56,189.01,40.15,76.18,47.38,83.22,32.43,27.14,5.50,2740.87,247.54,4.24,0.53,71.09,7.99,9.34,2.40,0.00,0.00,4.98,1.44,3.33,3.70,2.98,4.45,2.34,20.64,71.21,9.10,3.99,4.66,63255.39,5536.91,2781.59,13756.92,2318.57,30786.13,1187.03,358.07,209.22,4933.06,187.53,773.06,158.05,2376.31,94.53,315.36,67.00,136.00,84.59,121.63,47.40,38.99,7.91,3918.74,353.92,5.40,0.67,88.99,10.00,11.63,2.99,0.00,0.00,5.88,1.70,4.50,4.99,3.97,5.94,2.62,23.04,76.71,9.80,4.52,5.28
21.10,21.1,26/11/2025 09:39:35,2.138,6.547,1181248.366,15.8,879590.0,594043.0,967665.38,2731.42,1658.89,7323.27,1234.13,14602.98,561.92,132.78,79.59,1726.14,68.33,658.17,132.89,1811.98,68.33,157.30,36.86,125.00,47.85,66.23,29.29,50.85,9.75,2763.37,249.74,3.83,0.50,75.00,8.77,9.26,2.36,0.00,0.00,6.01,1.56,3.46,3.67,1.96,4.42,13.36,20.52,67.94,8.85,4.31,4.66,62373.61,4529.45,2750.90,13837.04,2331.85,31240.67,1202.14,304.24,182.37,4310.00,170.60,792.84,160.08,2535.34,95.61,262.45,61.51,223.15,85.42,96.80,42.81,73.07,14.01,3950.90,357.06,4.87,0.64,93.88,10.98,11.52,2.94,0.00,0.00,7.11,1.84,4.67,4.96,2.62,5.89,14.91,22.91,73.19,9.54,4.89,5.28
